,source,device,OS,test,price,booked,state,date_month,date_month_day
173490,Adwords,mobile,android,0,199,0,PA,March,Thu
173855,Facebook,mobile,iOS,0,199,0,NJ,March,Thu
173923,Facebook,mobile,iOS,0,199,0,PA,March,Thu
174167,Other,mobile,iOS,1,299,0,PA,March,Thu
174647,Facebook,desktop,windows,0,199,0,PA,March,Fri
174704,Unknown,mobile,android,0,199,0,PA,March,Thu
174750,Google,mobile,android,1,299,0,PA,March,Fri
174836,Adwords,desktop,windows,1,299,0,NY,March,Wed
174930,Facebook,mobile,iOS,1,299,0,NY,March,Thu
175098,Other,desktop,mac,0,199,1,NY,March,Fri
175634,Adwords,mobile,iOS,0,199,0,NJ,March,Fri
175658,Google,mobile,android,0,199,0,PA,March,Fri
176110,Facebook,mobile,android,0,199,0,NJ,March,Fri
176153,Adwords,mobile,iOS,0,199,0,PA,March,Fri
176170,Unknown,desktop,mac,1,299,0,NJ,March,Fri
176182,Unknown,desktop,windows,1,299,0,NY,March,Thu
176189,Facebook,desktop,windows,0,199,0,NY,March,Fri
176336,Google,desktop,windows,1,299,0,PA,March,Wed
176878,Adwords,mobile,iOS,1,299,0,NJ,March,Wed
177067,Adwords,mobile,iOS,1,299,0,NY,March,Fri
177437,Google,mobile,iOS,1,299,0,PA,March,Fri
177589,Facebook,mobile,android,0,199,0,PA,March,Thu
177758,Facebook,mobile,other,1,299,0,NY,March,Thu
177941,Google,mobile,iOS,0,199,0,PA,March,Fri
178192,Bing,mobile,iOS,0,199,0,PA,March,Fri
178266,Unknown,mobile,iOS,1,299,0,NY,March,Thu
178272,Bing,desktop,mac,0,199,0,PA,March,Thu
178318,Other,mobile,android,1,299,0,NJ,March,Thu
178334,Facebook,mobile,android,0,199,0,NY,March,Fri
178519,Google,mobile,android,0,199,0,NY,March,Thu
178523,Unknown,desktop,windows,0,199,0,PA,March,Thu
178705,Adwords,mobile,iOS,0,199,0,NY,March,Fri
178719,Google,mobile,iOS,1,299,0,PA,March,Wed
178795,Google,mobile,android,1,299,0,NY,March,Wed
179216,Google,mobile,iOS,1,299,0,PA,March,Fri
179287,Facebook,mobile,android,1,299,0,NY,March,Fri
179476,Adwords,mobile,iOS,0,199,0,NY,March,Fri
179731,Adwords,mobile,iOS,0,199,0,PA,March,Thu
179735,Adwords,desktop,linux,1,299,0,NY,March,Fri
179936,Facebook,mobile,iOS,0,199,0,NY,March,Fri
179980,Facebook,desktop,windows,0,199,0,NY,March,Fri
179997,Unknown,desktop,linux,1,299,0,NY,March,Wed
180098,Google,mobile,android,1,299,0,PA,March,Thu
180439,Google,desktop,windows,0,199,0,PA,March,Wed
180449,Adwords,desktop,windows,0,199,0,NY,March,Thu
180508,Unknown,mobile,other,0,199,0,NJ,March,Fri
180628,Google,mobile,iOS,0,199,0,PA,March,Fri
180732,Google,desktop,windows,1,299,0,PA,March,Wed
181645,Unknown,mobile,iOS,0,199,0,NY,March,Wed
181791,Google,mobile,android,0,199,0,NY,March,Thu
181883,Facebook,mobile,iOS,0,199,0,PA,March,Wed
182109,Unknown,mobile,android,0,199,0,NY,March,Fri
182246,Unknown,mobile,other,1,299,0,NJ,March,Thu
182333,Adwords,desktop,windows,0,199,0,PA,March,Fri
182611,Facebook,mobile,iOS,1,299,0,NJ,March,Wed
182631,Bing,mobile,iOS,0,199,0,NY,March,Thu
182663,Bing,mobile,android,1,299,0,NY,March,Fri
182934,Google,desktop,mac,0,199,0,NY,March,Wed
182935,Google,desktop,mac,0,199,0,NY,March,Thu
182949,Facebook,mobile,iOS,0,199,0,PA,March,Thu
182976,Facebook,mobile,iOS,0,199,0,NY,March,Fri
182993,Google,mobile,iOS,0,199,0,NY,March,Fri
183548,Unknown,mobile,android,0,199,0,NY,March,Thu
183676,Google,mobile,other,1,299,0,PA,March,Thu
183735,Adwords,mobile,iOS,1,299,0,PA,March,Thu
184076,Facebook,mobile,iOS,0,199,0,NJ,March,Thu
184240,Google,mobile,android,0,199,0,NY,March,Fri
184470,Facebook,desktop,mac,0,199,0,PA,March,Thu
184666,Google,mobile,android,1,299,0,NJ,March,Fri
184772,Adwords,mobile,iOS,1,299,0,PA,March,Fri
184883,Facebook,desktop,mac,0,199,0,PA,March,Fri
185026,Unknown,mobile,iOS,1,299,0,NJ,March,Fri
185131,Facebook,mobile,iOS,0,199,0,NY,March,Fri
185638,Google,mobile,android,0,199,0,PA,March,Fri
185644,Facebook,mobile,iOS,1,299,0,NY,March,Fri
185986,Unknown,desktop,linux,0,199,0,NY,March,Fri
186317,Bing,desktop,windows,1,299,0,NY,March,Thu
186854,Unknown,mobile,iOS,0,199,0,PA,March,Wed
187091,Bing,desktop,windows,0,199,0,NY,March,Fri
187256,Bing,desktop,mac,0,199,0,NJ,March,Thu
187318,Google,desktop,mac,0,199,0,PA,March,Wed
187645,Google,desktop,windows,0,199,0,NY,March,Fri
187702,Facebook,mobile,iOS,1,299,1,PA,March,Thu
187755,Facebook,mobile,iOS,0,199,1,PA,March,Fri
188293,Facebook,mobile,iOS,0,199,0,PA,March,Wed
188639,Adwords,desktop,windows,0,199,0,NY,March,Fri
189053,Unknown,mobile,other,0,199,0,NY,March,Fri
189828,Facebook,desktop,windows,0,199,0,NY,March,Fri
190471,Google,desktop,windows,0,199,0,PA,March,Fri
190771,Facebook,mobile,iOS,0,199,0,NJ,March,Wed
191274,Facebook,desktop,linux,0,199,0,NY,March,Fri
191368,Adwords,desktop,windows,0,199,0,NJ,March,Fri
191719,Google,mobile,android,0,199,0,NY,March,Thu
191802,Unknown,mobile,iOS,0,199,0,PA,March,Fri
191846,Google,mobile,android,0,199,0,PA,March,Fri
192223,Facebook,mobile,android,0,199,0,NY,March,Thu
192485,Facebook,desktop,windows,0,199,0,PA,March,Fri
192486,Google,mobile,android,0,199,0,NY,March,Fri
192575,Google,desktop,windows,0,199,0,PA,March,Thu
193026,Facebook,mobile,iOS,1,299,0,NY,March,Fri
193130,Facebook,desktop,windows,0,199,0,NY,March,Fri
193350,Unknown,mobile,iOS,0,199,0,NJ,March,Thu
193379,Google,desktop,windows,0,199,0,NY,March,Wed
193399,Google,mobile,iOS,1,299,0,NJ,March,Fri
193498,Facebook,mobile,android,1,299,0,NY,March,Fri
193621,Google,desktop,windows,1,299,0,NY,March,Fri
193724,Facebook,desktop,windows,0,199,0,NY,March,Wed
193806,Unknown,desktop,windows,0,199,0,NJ,March,Thu
193860,Facebook,desktop,mac,0,199,0,NJ,March,Thu
194026,Adwords,mobile,iOS,0,199,0,NY,March,Fri
194085,Other,desktop,windows,1,299,0,PA,March,Fri
194187,Bing,mobile,android,0,199,0,NY,March,Fri
194824,Facebook,mobile,iOS,0,199,0,NJ,March,Thu
194988,Adwords,desktop,windows,1,299,0,PA,March,Fri
195396,Adwords,desktop,windows,0,199,0,NY,March,Fri
195464,Google,desktop,windows,0,199,0,PA,March,Fri
195581,Google,desktop,windows,0,199,0,NY,March,Thu
195624,Facebook,desktop,windows,0,199,0,PA,March,Wed
195922,Facebook,mobile,iOS,0,199,0,PA,March,Wed
196014,Bing,mobile,android,0,199,0,PA,March,Thu
196151,Other,mobile,android,1,299,0,NJ,March,Fri
196251,Facebook,mobile,iOS,0,199,0,NY,March,Fri
196305,Google,desktop,windows,0,199,0,NY,March,Fri
196385,Google,mobile,iOS,0,199,0,NY,March,Wed
196447,Facebook,desktop,windows,0,199,0,NY,March,Fri
196608,Facebook,desktop,windows,1,299,0,NY,March,Thu
196852,Unknown,desktop,windows,0,199,0,NJ,March,Wed
196968,Facebook,desktop,windows,0,199,0,NY,March,Fri
197022,Adwords,mobile,iOS,1,299,0,NY,March,Thu
197197,Bing,desktop,windows,0,199,0,PA,March,Thu
197270,Other,mobile,iOS,0,199,0,NY,March,Wed
197307,Other,mobile,iOS,0,199,0,PA,March,Fri
197772,Google,mobile,iOS,1,299,0,NY,March,Wed
197786,Facebook,desktop,mac,1,299,0,PA,March,Wed
198300,Unknown,mobile,other,0,199,0,PA,March,Thu
198402,Unknown,mobile,iOS,1,299,0,PA,March,Fri
198687,Google,desktop,windows,1,299,0,PA,March,Fri
198790,Adwords,desktop,windows,0,199,0,NJ,March,Fri
198989,Other,desktop,windows,0,199,0,NY,March,Fri
199083,Facebook,desktop,windows,0,199,0,NJ,March,Wed
199394,Google,mobile,iOS,0,199,0,PA,March,Fri
199759,Facebook,desktop,windows,0,199,0,PA,March,Fri
199915,Unknown,mobile,iOS,0,199,0,PA,March,Fri
200006,Adwords,desktop,windows,0,199,0,NJ,March,Wed
200023,Google,mobile,iOS,0,199,0,NY,March,Thu
200579,Facebook,mobile,android,0,199,0,PA,March,Fri
200796,Adwords,desktop,windows,0,199,0,NY,March,Fri
200911,Google,mobile,android,0,199,0,NJ,March,Fri
200961,Unknown,desktop,mac,1,299,0,NY,March,Fri
201306,Bing,desktop,windows,1,299,0,PA,March,Fri
201316,Google,desktop,windows,0,199,0,PA,March,Fri
201449,Bing,desktop,mac,0,199,0,PA,March,Thu
201594,Google,desktop,mac,0,199,0,NJ,March,Fri
201736,Google,desktop,mac,0,199,0,NY,March,Fri
201883,Facebook,mobile,iOS,0,199,0,NY,March,Fri
201931,Unknown,mobile,android,1,299,0,NY,March,Fri
202396,Unknown,mobile,android,0,199,0,PA,March,Fri
202461,Facebook,desktop,windows,0,199,0,NY,March,Thu
202626,Google,mobile,iOS,1,299,0,PA,March,Fri
202701,Google,mobile,iOS,0,199,0,NJ,March,Wed
202744,Adwords,desktop,windows,0,199,0,NY,March,Fri
202869,Google,mobile,other,1,299,0,NY,March,Fri
203048,Adwords,mobile,android,1,299,0,NJ,March,Fri
203105,Adwords,mobile,android,0,199,0,PA,March,Fri
203158,Unknown,mobile,iOS,1,299,0,PA,March,Fri
203202,Adwords,mobile,android,1,299,0,PA,March,Fri
203294,Facebook,desktop,windows,1,299,0,NY,March,Fri
203364,Google,desktop,windows,1,299,0,PA,March,Wed
203418,Bing,desktop,windows,1,299,0,PA,March,Thu
203439,Google,desktop,windows,0,199,0,PA,March,Thu
203772,Google,desktop,windows,0,199,0,PA,March,Fri
203823,Google,mobile,iOS,0,199,0,PA,March,Thu
203957,Adwords,mobile,android,0,199,0,NY,March,Thu
204179,Facebook,mobile,android,0,199,0,PA,March,Thu
204356,Google,desktop,windows,0,199,0,NJ,March,Fri
204369,Bing,desktop,mac,0,199,0,NY,March,Fri
204714,Google,desktop,windows,0,199,0,PA,March,Fri
204744,Google,mobile,iOS,1,299,0,NJ,March,Wed
204797,Adwords,desktop,windows,0,199,0,PA,March,Wed
205376,Google,desktop,windows,0,199,0,NY,March,Wed
205526,Google,desktop,mac,0,199,0,PA,March,Thu
205592,Google,mobile,iOS,1,299,0,NY,March,Wed
205660,Facebook,mobile,iOS,1,299,0,NJ,March,Fri
205788,Google,mobile,iOS,1,299,0,NY,March,Fri
205818,Facebook,desktop,windows,1,299,0,NY,March,Fri
205925,Unknown,mobile,iOS,0,199,0,PA,March,Thu
206113,Facebook,mobile,android,0,199,0,PA,March,Fri
206115,Adwords,desktop,windows,0,199,0,NY,March,Fri
206309,Google,mobile,iOS,0,199,0,NJ,March,Wed
206466,Unknown,mobile,android,1,299,0,NY,March,Fri
206562,Google,mobile,android,0,199,0,PA,March,Fri
206622,Unknown,mobile,android,0,199,0,PA,March,Fri
206809,Google,mobile,android,0,199,0,PA,March,Thu
207021,Facebook,desktop,windows,0,199,0,NY,March,Thu
207414,Google,mobile,iOS,1,299,0,NY,March,Fri
207555,Google,mobile,iOS,1,299,0,PA,March,Thu
207808,Unknown,desktop,windows,0,199,0,NY,March,Thu
208085,Adwords,mobile,iOS,1,299,0,PA,March,Fri
208120,Facebook,desktop,windows,0,199,0,PA,March,Thu
208147,Other,mobile,android,0,199,0,NY,March,Fri
208395,Facebook,desktop,windows,0,199,0,PA,March,Thu
208461,Google,mobile,android,1,299,0,NJ,March,Wed
208616,Adwords,mobile,iOS,0,199,0,PA,March,Thu
208635,Facebook,mobile,iOS,1,299,0,NY,March,Thu
208644,Facebook,desktop,windows,0,199,0,PA,March,Wed
208758,Facebook,desktop,windows,1,299,0,NY,March,Fri
208818,Google,mobile,iOS,1,299,0,NY,March,Fri
208882,Unknown,desktop,windows,1,299,0,NY,March,Fri
209020,Facebook,mobile,iOS,0,199,0,NY,March,Thu
209043,Adwords,desktop,mac,0,199,0,PA,March,Fri
209349,Unknown,mobile,other,0,199,0,NJ,March,Wed
209409,Adwords,desktop,windows,0,199,0,PA,March,Thu
210111,Google,mobile,iOS,0,199,0,NY,March,Fri
210260,Google,mobile,iOS,1,299,0,PA,March,Thu
210264,Unknown,mobile,iOS,1,299,0,PA,March,Fri
210493,Unknown,mobile,iOS,0,199,0,NY,March,Fri
210577,Unknown,desktop,mac,0,199,0,PA,March,Fri
210594,Google,mobile,other,1,299,0,NY,March,Fri
210612,Bing,mobile,iOS,0,199,0,NY,March,Fri
210875,Facebook,desktop,windows,0,199,0,NJ,March,Wed
211022,Google,mobile,iOS,0,199,0,NJ,March,Thu
211043,Facebook,mobile,android,0,199,0,PA,March,Fri
211110,Google,mobile,android,0,199,0,PA,March,Thu
211488,Bing,mobile,android,0,199,0,PA,March,Thu
211804,Google,mobile,iOS,1,299,0,NY,March,Thu
211943,Google,desktop,windows,1,299,0,PA,March,Fri
212021,Facebook,mobile,iOS,0,199,0,NJ,March,Thu
212384,Unknown,mobile,iOS,0,199,0,NJ,March,Fri
212605,Bing,mobile,android,1,299,0,NJ,March,Thu
212938,Google,mobile,android,1,299,0,NJ,March,Thu
212972,Unknown,mobile,android,0,199,0,PA,March,Fri
213052,Google,mobile,android,0,199,0,NY,March,Thu
213290,Facebook,mobile,iOS,0,199,0,NY,March,Fri
213573,Google,mobile,android,1,299,0,PA,March,Fri
213574,Facebook,desktop,windows,0,199,0,NJ,March,Thu
213590,Google,mobile,iOS,0,199,0,NY,March,Fri
213637,Adwords,mobile,android,0,199,0,NY,March,Wed
213664,Facebook,desktop,windows,0,199,0,PA,March,Thu
213725,Bing,desktop,mac,1,299,0,PA,March,Wed
213807,Facebook,desktop,windows,0,199,0,NY,March,Fri
214017,Facebook,desktop,windows,1,299,0,NY,March,Fri
214567,Facebook,mobile,iOS,1,299,0,NY,March,Thu
214592,Unknown,desktop,windows,0,199,0,NY,March,Thu
214855,Google,desktop,windows,0,199,0,NJ,March,Thu
215156,Bing,mobile,iOS,0,199,0,NY,March,Thu
215362,Facebook,mobile,android,0,199,0,NJ,March,Thu
215367,Google,mobile,iOS,1,299,0,NJ,March,Fri
216110,Adwords,desktop,windows,0,199,0,NY,March,Fri
216288,Unknown,mobile,android,1,299,0,NY,March,Wed
216364,Facebook,desktop,windows,0,199,0,NY,March,Fri
216512,Adwords,mobile,iOS,1,299,0,NJ,March,Fri
216754,Facebook,desktop,windows,0,199,0,NY,March,Fri
216866,Facebook,desktop,windows,1,299,0,PA,March,Wed
217029,Bing,mobile,android,0,199,0,PA,March,Thu
217387,Google,desktop,windows,0,199,0,PA,March,Fri
217786,Facebook,desktop,windows,0,199,0,NY,March,Thu
217922,Adwords,desktop,windows,0,199,0,NY,March,Wed
217952,Facebook,mobile,android,1,299,0,PA,March,Thu
218291,Google,mobile,iOS,0,199,0,NJ,March,Fri
218305,Google,mobile,android,0,199,0,PA,March,Fri
218480,Adwords,mobile,iOS,0,199,0,NY,March,Thu
218724,Unknown,mobile,iOS,0,199,0,PA,March,Fri
218804,Google,mobile,iOS,1,299,0,NY,March,Fri
218819,Adwords,mobile,android,1,299,0,NY,March,Thu
218910,Facebook,mobile,iOS,1,299,0,NY,March,Thu
218974,Google,desktop,mac,1,299,0,NY,March,Fri
219067,Unknown,desktop,mac,0,199,0,PA,March,Fri
219347,Facebook,desktop,windows,0,199,0,NJ,March,Fri
220096,Facebook,desktop,windows,0,199,0,PA,March,Fri
220188,Facebook,desktop,windows,0,199,0,PA,March,Wed
220191,Adwords,mobile,iOS,0,199,0,PA,March,Fri
220305,Facebook,desktop,linux,1,299,0,PA,March,Wed
220312,Adwords,mobile,iOS,0,199,0,NJ,March,Wed
220323,Adwords,desktop,windows,0,199,0,PA,March,Fri
220334,Adwords,desktop,windows,0,199,0,NY,March,Thu
220523,Google,desktop,windows,0,199,0,NJ,March,Thu
220595,Google,desktop,mac,1,299,0,NY,March,Fri
220608,Google,mobile,android,1,299,0,PA,March,Fri
220649,Adwords,mobile,android,1,299,0,PA,March,Wed
220862,Google,mobile,android,0,199,0,NJ,March,Thu
220943,Unknown,desktop,windows,0,199,0,PA,March,Thu
221035,Unknown,mobile,iOS,0,199,0,NJ,March,Wed
221252,Facebook,mobile,iOS,0,199,0,NJ,March,Fri
221330,Facebook,mobile,android,0,199,0,NY,March,Fri
221368,Unknown,mobile,iOS,1,299,0,NY,March,Wed
221720,Facebook,mobile,other,1,299,0,PA,March,Thu
221799,Unknown,mobile,android,1,299,0,PA,March,Fri
221977,Adwords,mobile,iOS,1,299,0,NJ,March,Thu
222183,Adwords,desktop,windows,0,199,0,NY,March,Thu
222186,Unknown,mobile,iOS,1,299,0,NY,March,Fri
222205,Google,mobile,iOS,0,199,0,PA,March,Thu
222217,Google,desktop,linux,0,199,0,NY,March,Fri
222234,Facebook,desktop,mac,0,199,0,NJ,March,Fri
222747,Bing,mobile,iOS,1,299,0,PA,March,Thu
223142,Google,mobile,android,1,299,0,PA,March,Thu
223637,Facebook,desktop,mac,1,299,0,PA,March,Fri
223983,Google,mobile,other,0,199,0,PA,March,Fri
224014,Google,mobile,android,0,199,0,PA,March,Fri
224579,Google,mobile,android,0,199,0,PA,March,Fri
224670,Google,mobile,iOS,0,199,0,NY,March,Thu
224687,Adwords,desktop,windows,1,299,0,NJ,March,Fri
224722,Unknown,mobile,android,0,199,0,NY,March,Fri
224929,Other,mobile,android,1,299,0,NJ,March,Fri
225197,Facebook,desktop,mac,1,299,0,NJ,March,Thu
225327,Facebook,mobile,iOS,1,299,0,NJ,March,Fri
225333,Bing,mobile,iOS,0,199,0,PA,March,Wed
225442,Adwords,mobile,iOS,0,199,0,NY,March,Fri
225684,Unknown,desktop,mac,0,199,0,NY,March,Fri
225795,Google,desktop,windows,1,299,0,NJ,March,Fri
225806,Google,mobile,iOS,0,199,0,NJ,March,Thu
225845,Facebook,mobile,iOS,1,299,0,NJ,March,Thu
226389,Adwords,mobile,android,0,199,0,PA,March,Fri
226487,Google,desktop,windows,0,199,0,NJ,March,Wed
226615,Bing,mobile,iOS,0,199,0,NJ,March,Thu
226839,Bing,mobile,android,0,199,0,NY,March,Wed
226893,Google,desktop,windows,1,299,0,NY,March,Fri
227151,Unknown,mobile,android,0,199,0,PA,March,Fri
227192,Google,desktop,windows,0,199,0,PA,March,Fri
227378,Unknown,mobile,iOS,0,199,0,PA,March,Wed
227415,Facebook,mobile,iOS,1,299,0,NY,March,Thu
227553,Unknown,mobile,iOS,0,199,0,PA,March,Fri
227615,Adwords,desktop,mac,1,299,0,NJ,March,Wed
227863,Unknown,desktop,windows,1,299,0,PA,March,Thu
228557,Unknown,desktop,windows,0,199,0,NJ,March,Wed
229088,Adwords,desktop,mac,1,299,0,NY,March,Fri
229209,Google,mobile,iOS,0,199,0,NY,March,Wed
229492,Google,desktop,windows,0,199,0,PA,March,Wed
229696,Google,desktop,windows,1,299,0,PA,March,Fri
229809,Google,desktop,mac,0,199,0,NY,March,Thu
229836,Google,desktop,windows,1,299,0,NY,March,Thu
229951,Facebook,desktop,windows,0,199,0,PA,March,Thu
229956,Other,desktop,windows,1,299,0,NY,March,Wed
230077,Facebook,mobile,android,1,299,0,NY,March,Fri
230118,Adwords,desktop,windows,1,299,0,NY,March,Wed
230442,Google,mobile,iOS,0,199,0,NJ,March,Fri
230641,Unknown,mobile,android,1,299,0,NJ,March,Thu
230656,Facebook,mobile,iOS,0,199,0,PA,March,Thu
230723,Google,desktop,windows,1,299,0,NY,March,Fri
230872,Unknown,mobile,iOS,1,299,0,NY,March,Wed
231211,Adwords,mobile,android,1,299,0,PA,March,Fri
231723,Unknown,mobile,iOS,1,299,0,PA,March,Fri
231781,Unknown,mobile,iOS,0,199,0,NY,March,Fri
232044,Google,mobile,iOS,0,199,0,PA,March,Thu
232150,Facebook,desktop,windows,1,299,0,NY,March,Fri
232364,Google,mobile,iOS,0,199,0,NY,March,Fri
232473,Adwords,mobile,iOS,0,199,0,PA,March,Fri
232703,Adwords,desktop,windows,0,199,0,NY,March,Thu
232819,Bing,mobile,android,1,299,0,PA,March,Fri
232883,Google,mobile,android,0,199,0,NY,March,Fri
232980,Adwords,mobile,iOS,0,199,0,PA,March,Fri
233435,Google,mobile,other,1,299,0,PA,March,Thu
233684,Google,desktop,windows,0,199,0,NY,March,Fri
70130,Adwords,mobile,iOS,0,199,1,PA,March,Fri
145577,Adwords,desktop,windows,0,199,0,PA,March,Fri
180098,Google,mobile,android,1,299,0,PA,March,Thu
202461,Facebook,desktop,windows,0,199,0,NY,March,Thu
78450,Facebook,mobile,iOS,1,299,0,NY,March,Thu
100610,Unknown,mobile,iOS,1,299,0,NY,March,Thu
193860,Facebook,desktop,mac,0,199,0,NJ,March,Thu
46323,Google,desktop,mac,1,299,0,PA,March,Fri
5705,Facebook,mobile,iOS,0,199,0,NY,March,Fri
214592,Unknown,desktop,windows,0,199,0,NY,March,Thu
195624,Facebook,desktop,windows,0,199,0,PA,March,Wed
18980,Facebook,mobile,android,0,199,0,NY,March,Wed
81504,Unknown,mobile,android,0,199,0,NY,March,Thu
229809,Google,desktop,mac,0,199,0,NY,March,Thu
113364,Other,mobile,iOS,0,199,0,NY,March,Fri
67735,Other,mobile,iOS,0,199,0,PA,March,Fri
150607,Adwords,mobile,android,0,199,0,PA,March,Fri
174750,Google,mobile,android,1,299,0,PA,March,Fri
119325,Facebook,desktop,mac,0,199,0,PA,March,Fri
61294,Google,mobile,android,0,199,0,PA,March,Wed
71403,Facebook,mobile,iOS,0,199,0,NY,March,Fri
10186,Unknown,mobile,android,0,199,0,NJ,March,Wed
214855,Google,desktop,windows,0,199,0,NJ,March,Thu
203957,Adwords,mobile,android,0,199,0,NY,March,Thu
227553,Unknown,mobile,iOS,0,199,0,PA,March,Fri
75310,Google,mobile,android,0,199,0,NY,March,Wed
170002,Google,mobile,iOS,0,199,0,NY,March,Thu
50631,Adwords,desktop,mac,0,199,0,NJ,March,Fri
65330,Google,mobile,iOS,0,199,0,NY,March,Thu
40409,Adwords,desktop,windows,0,199,0,PA,March,Wed
128403,Google,mobile,android,1,299,0,NY,March,Wed
43327,Facebook,mobile,iOS,0,199,0,PA,March,Fri
122216,Google,mobile,android,0,199,0,PA,March,Thu
102537,Google,mobile,android,1,299,0,NY,March,Fri
191802,Unknown,mobile,iOS,0,199,0,PA,March,Fri
17600,Adwords,mobile,android,0,199,0,PA,March,Fri
140234,Facebook,desktop,windows,0,199,0,NY,March,Thu
126020,Google,mobile,iOS,0,199,0,PA,March,Fri
188293,Facebook,mobile,iOS,0,199,0,PA,March,Wed
114243,Unknown,mobile,iOS,0,199,0,PA,March,Thu
75349,Bing,mobile,android,0,199,0,PA,March,Fri
63348,Facebook,mobile,iOS,0,199,0,NY,March,Thu
75104,Adwords,desktop,windows,0,199,0,PA,March,Wed
177067,Adwords,mobile,iOS,1,299,0,NY,March,Fri
200911,Google,mobile,android,0,199,0,NJ,March,Fri
130017,Google,desktop,windows,0,199,0,PA,March,Fri
146772,Google,desktop,windows,0,199,0,PA,March,Thu
176170,Unknown,desktop,mac,1,299,0,NJ,March,Fri
166714,Google,mobile,android,0,199,0,NY,March,Fri
123982,Adwords,desktop,windows,0,199,0,NY,March,Thu
86448,Facebook,mobile,iOS,0,199,0,PA,March,Wed
165334,Google,mobile,android,0,199,0,NJ,March,Wed
15225,Adwords,mobile,iOS,1,299,0,NY,March,Thu
202626,Google,mobile,iOS,1,299,0,PA,March,Fri
115812,Adwords,mobile,iOS,0,199,0,NY,March,Thu
52753,Facebook,desktop,windows,0,199,0,NY,March,Wed
60089,Google,mobile,other,0,199,0,PA,March,Fri
72768,Google,mobile,iOS,0,199,0,NJ,March,Thu
112014,Unknown,mobile,iOS,0,199,0,NJ,March,Wed
132772,Google,mobile,other,0,199,0,NY,March,Wed
100078,Bing,desktop,windows,0,199,0,PA,March,Thu
196447,Facebook,desktop,windows,0,199,0,NY,March,Fri
48034,Facebook,desktop,windows,0,199,0,NJ,March,Fri
96730,Unknown,mobile,iOS,1,299,0,NY,March,Fri
178192,Bing,mobile,iOS,0,199,0,PA,March,Fri
95167,Adwords,mobile,android,0,199,0,PA,March,Thu
47306,Facebook,desktop,windows,0,199,0,PA,March,Thu
125653,Unknown,mobile,iOS,0,199,1,NY,March,Thu
40422,Unknown,desktop,windows,1,299,0,NJ,March,Thu
17530,Google,desktop,windows,0,199,0,NY,March,Fri
130336,Adwords,mobile,iOS,0,199,0,NY,March,Wed
191368,Adwords,desktop,windows,0,199,0,NJ,March,Fri
150701,Adwords,mobile,iOS,0,199,0,NY,March,Fri
34499,Adwords,mobile,android,0,199,0,PA,March,Fri
119927,Unknown,mobile,iOS,0,199,0,PA,March,Wed
72594,Unknown,mobile,android,1,299,0,PA,March,Fri
101597,Facebook,desktop,windows,1,299,0,PA,March,Wed
19589,Google,mobile,iOS,0,199,0,NJ,March,Wed
14920,Google,desktop,windows,0,199,0,PA,March,Fri
182934,Google,desktop,mac,0,199,0,NY,March,Wed
113169,Unknown,mobile,iOS,0,199,0,PA,March,Wed
135629,Other,mobile,iOS,0,199,0,PA,March,Fri
4408,Bing,mobile,other,1,299,0,NY,March,Thu
160811,Unknown,mobile,iOS,0,199,0,NY,March,Thu
85208,Facebook,mobile,iOS,0,199,0,PA,March,Thu
115249,Facebook,mobile,android,1,299,0,NY,March,Fri
83050,Google,desktop,linux,1,299,0,PA,March,Wed
27104,Bing,mobile,android,0,199,1,NY,March,Fri
169286,Google,desktop,windows,1,299,0,NY,March,Thu
61870,Adwords,desktop,windows,0,199,0,NY,March,Wed
164227,Unknown,mobile,iOS,1,299,0,PA,March,Thu
156672,Adwords,mobile,iOS,0,199,0,PA,March,Wed
8928,Google,mobile,android,0,199,0,NY,March,Thu
224687,Adwords,desktop,windows,1,299,0,NJ,March,Fri
49496,Unknown,desktop,mac,1,299,0,PA,March,Thu
133001,Facebook,desktop,windows,1,299,0,NJ,March,Fri
17354,Bing,desktop,windows,0,199,0,NJ,March,Wed
45499,Adwords,desktop,windows,1,299,0,NJ,March,Wed
61612,Google,mobile,iOS,0,199,0,PA,March,Thu
177758,Facebook,mobile,other,1,299,0,NY,March,Thu
9,Google,desktop,windows,0,199,1,NY,June,Tue
114,Facebook,desktop,windows,0,199,1,NY,May,Tue
148,Adwords,desktop,windows,0,199,1,PA,May,Sat
185,Facebook,desktop,windows,1,299,1,PA,,
244,Facebook,mobile,iOS,0,199,1,PA,May,Mon
265,Bing,desktop,windows,0,199,1,PA,May,Wed
293,Adwords,desktop,windows,0,199,1,PA,April,Wed
325,Google,mobile,iOS,0,199,1,PA,April,Wed
355,Unknown,desktop,windows,0,199,1,NY,June,Wed
388,Facebook,desktop,mac,0,199,1,NY,April,Tue
470,Facebook,mobile,iOS,1,299,1,NJ,May,Fri
481,Adwords,desktop,windows,0,199,1,PA,June,Tue
524,Unknown,desktop,windows,0,199,1,NY,May,Thu
546,Unknown,mobile,iOS,0,199,1,PA,May,Fri
575,Adwords,desktop,windows,0,199,1,NJ,June,Fri
583,Unknown,mobile,iOS,0,199,1,PA,June,Tue
587,Unknown,mobile,iOS,0,199,1,NY,June,Sat
683,Facebook,desktop,windows,0,199,1,PA,May,Tue
700,Adwords,desktop,windows,0,199,1,NY,May,Mon
717,Google,desktop,windows,1,299,1,PA,June,Sun
801,Unknown,desktop,windows,0,199,1,NY,April,Sun
